index,group
28946,NA-NA
28947,Progs.-Schi
28948,Neurons-Schi
28949,Neurons-Schi
28950,Proliferating-Schi
28951,Neurons-Schi
28952,Mural-Schi
28953,Mural-Schi
28954,Astrocytes-Schi
28955,Neurons-Schi
28956,Mural-Schi
28957,Progs.-Schi
28958,Proliferating-Schi
28959,Myeloid-Schi
28960,Myeloid-Schi
28961,NA-NA
28962,Proliferating-Schi
28963,NA-NA
28964,NA-NA
28965,Neurons-Schi
28966,Progs.-Schi
28967,Neurons-Schi
28968,Progs.-Schi
28969,Proliferating-Schi
28970,Endothelial-Schi
28971,Proliferating-Schi
28972,Progs.-Schi
28973,RG-Schi
28974,RG-Schi
28975,NA-NA
28976,Mural-Schi
28977,Proliferating-Schi
28978,Progs.-Schi
28979,RG-Schi
28980,RG-Schi
28981,NA-NA
28982,Proliferating-Schi
28983,RG-Schi
28984,RG-Schi
28985,NA-NA
28986,RG-Schi
28987,Mural-Schi
28988,Neurons-Schi
28989,NA-NA
28990,NA-NA
28991,Progs.-Schi
28992,Mural-Schi
28993,RG-Schi
28994,Progs.-Schi
28995,Proliferating-Schi
28996,RG-Schi
28997,Progs.-Schi
28998,Progs.-Schi
28999,RG-Schi
29000,Progs.-Schi
29001,Proliferating-Schi
29002,RG-Schi
29003,Proliferating-Schi
29004,Mural-Schi
29005,RG-Schi
29006,RG-Schi
29007,Proliferating-Schi
29008,RG-Schi
29009,Mural-Schi
29010,RG-Schi
29011,RG-Schi
29012,Proliferating-Schi
29013,Astrocytes-Schi
29014,Mural-Schi
29015,Mural-Schi
29016,RG-Schi
29017,Progs.-Schi
29018,RG-Schi
29019,RG-Schi
29020,NA-NA
29021,Neurons-Schi
29022,Progs.-Schi
29023,NA-NA
29024,NA-NA
29025,RG-Schi
29026,Proliferating-Schi
29027,Progs.-Schi
29028,RG-Schi
29029,RG-Schi
29030,Proliferating-Schi
29031,Proliferating-Schi
29032,NA-NA
29033,Mural-Schi
29034,RG-Schi
29035,Progs.-Schi
29036,Neurons-Schi
29037,Endothelial-Schi
29038,NA-NA
29039,Mural-Schi
29040,RG-Schi
29041,Endothelial-Schi
29042,Mural-Schi
29043,Progs.-Schi
29044,NA-NA
29045,Proliferating-Schi
29046,Progs.-Schi
29047,RG-Schi
29048,Proliferating-Schi
29049,Endothelial-Schi
29050,RG-Schi
29051,RG-Schi
29052,RG-Schi
29053,NA-NA
29054,Myeloid-Schi
29055,Proliferating-Schi
29056,Proliferating-Schi
29057,Mural-Schi
29058,RG-Schi
29059,Progs.-Schi
29060,Mural-Schi
29061,Mural-Schi
29062,NA-NA
29063,NA-NA
29064,Progs.-Schi
29065,Mural-Schi
29066,RG-Schi
29067,Progs.-Schi
29068,Proliferating-Schi
29069,Mural-Schi
29070,Endothelial-Schi
29071,NA-NA
29072,Endothelial-Schi
29073,RG-Schi
29074,Endothelial-Schi
29075,RG-Schi
29076,NA-NA
29077,RG-Schi
29078,Mural-Schi
29079,Mural-Schi
29080,RG-Schi
29081,Mural-Schi
29082,Neurons-Schi
29083,NA-NA
29084,Astrocytes-Schi
29085,Proliferating-Schi
29086,RG-Schi
29087,Mural-Schi
29088,NA-NA
29089,NA-NA
29090,RG-Schi
29091,NA-NA
29092,Endothelial-Schi
29093,Endothelial-Schi
29094,Mural-Schi
29095,Neurons-Schi
29096,Mural-Schi
29097,NA-NA
29098,RG-Schi
29099,NA-NA
29100,Mural-Schi
29101,Proliferating-Schi
29102,Progs.-Schi
29103,Progs.-Schi
29104,Progs.-Schi
29105,Mural-Schi
29106,Neurons-Schi
29107,Proliferating-Schi
29108,Mural-Schi
29109,Progs.-Schi
29110,NA-NA
29111,Proliferating-Schi
29112,RG-Schi
29113,NA-NA
29114,NA-NA
29115,RG-Schi
29116,RG-Schi
29117,Mural-Schi
29118,RG-Schi
29119,Progs.-Schi
29120,Proliferating-Schi
29121,Progs.-Schi
29122,Progs.-Schi
29123,Endothelial-Schi
29124,Proliferating-Schi
29125,Mural-Schi
29126,RG-Schi
29127,RG-Schi
29128,Endothelial-Schi
29129,Proliferating-Schi
29130,Proliferating-Schi
29131,Proliferating-Schi
29132,Progs.-Schi
29133,NA-NA
29134,Neurons-Schi
29135,RG-Schi
29136,NA-NA
29137,Mural-Schi
29138,RG-Schi
29139,NA-NA
29140,Proliferating-Schi
29141,Progs.-Schi
29142,RG-Schi
29143,Neurons-Schi
29144,RG-Schi
29145,Progs.-Schi
29146,Progs.-Schi
29147,NA-NA
29148,Progs.-Schi
29149,Mural-Schi
29150,RG-Schi
29151,Mural-Schi
29152,NA-NA
29153,Proliferating-Schi
29154,RG-Schi
29155,NA-NA
29156,Progs.-Schi
29157,Progs.-Schi
29158,Mural-Schi
29159,NA-NA
29160,Neurons-Schi
29161,RG-Schi
29162,Mural-Schi
29163,RG-Schi
29164,Mural-Schi
29165,Mural-Schi
29166,RG-Schi
29167,Endothelial-Schi
29168,Progs.-Schi
29169,Myeloid-Schi
29170,Progs.-Schi
29171,Neurons-Schi
29172,Astrocytes-Schi
29173,Progs.-Schi
29174,Mural-Schi
29175,Proliferating-Schi
29176,Progs.-Schi
29177,Myeloid-Schi
29178,Proliferating-Schi
29179,Myeloid-Schi
29180,RG-Schi
29181,Progs.-Schi
29182,RG-Schi
29183,Proliferating-Schi
29184,Proliferating-Schi
29185,Mural-Schi
29186,Proliferating-Schi
29187,RG-Schi
29188,Neurons-Schi
29189,NA-NA
29190,Mural-Schi
29191,NA-NA
29192,Progs.-Schi
29193,Progs.-Schi
29194,Endothelial-Schi
29195,Neurons-Schi
29196,RG-Schi
29197,Progs.-Schi
29198,Mural-Schi
29199,Mural-Schi
29200,RG-Schi
29201,RG-Schi
29202,Progs.-Schi
29203,Proliferating-Schi
29204,Mural-Schi
29205,Progs.-Schi
29206,Progs.-Schi
29207,Progs.-Schi
29208,RG-Schi
29209,Proliferating-Schi
29210,Endothelial-Schi
29211,Proliferating-Schi
29212,Neurons-Schi
29213,RG-Schi
29214,Progs.-Schi
29215,Neurons-Schi
29216,Progs.-Schi
29217,Mural-Schi
29218,Progs.-Schi
29219,NA-NA
29220,NA-NA
29221,Progs.-Schi
29222,NA-NA
29223,Progs.-Schi
29224,RG-Schi
29225,Endothelial-Schi
29226,Endothelial-Schi
29227,RG-Schi
29228,Proliferating-Schi
29229,NA-NA
29230,Mural-Schi
29231,Mural-Schi
29232,RG-Schi
29233,Progs.-Schi
29234,Mural-Schi
29235,Progs.-Schi
29236,RG-Schi
29237,NA-NA
29238,Progs.-Schi
29239,Mural-Schi
29240,Mural-Schi
29241,NA-NA
29242,Mural-Schi
29243,RG-Schi
29244,RG-Schi
29245,Mural-Schi
29246,RG-Schi
29247,Progs.-Schi
29248,Proliferating-Schi
29249,Progs.-Schi
29250,Proliferating-Schi
29251,Mural-Schi
29252,RG-Schi
29253,Neurons-Schi
29254,Mural-Schi
29255,Proliferating-Schi
29256,NA-NA
29257,Mural-Schi
29258,Mural-Schi
29259,Proliferating-Schi
29260,RG-Schi
29261,Neurons-Schi
29262,Proliferating-Schi
29263,Endothelial-Schi
29264,Neurons-Schi
29265,Progs.-Schi
29266,Myeloid-Schi
29267,Neurons-Schi
29268,Progs.-Schi
29269,NA-NA
29270,RG-Schi
29271,Mural-Schi
29272,Myeloid-Schi
29273,NA-NA
29274,Astrocytes-Schi
29275,Proliferating-Schi
29276,NA-NA
29277,Mural-Schi
29278,RG-Schi
29279,NA-NA
29280,RG-Schi
29281,NA-NA
29282,NA-NA
29283,RG-Schi
29284,Progs.-Schi
29285,NA-NA
29286,Mural-Schi
29287,Proliferating-Schi
29288,Proliferating-Schi
29289,RG-Schi
29290,Progs.-Schi
29291,Proliferating-Schi
29292,RG-Schi
29293,RG-Schi
29294,RG-Schi
29295,Myeloid-Schi
29296,RG-Schi
29297,NA-NA
29298,NA-NA
29299,Proliferating-Schi
29300,RG-Schi
29301,Neurons-Schi
29302,Proliferating-Schi
29303,RG-Schi
29304,Myeloid-Schi
29305,Progs.-Schi
29306,RG-Schi
29307,Progs.-Schi
29308,Proliferating-Schi
29309,RG-Schi
29310,RG-Schi
29311,Mural-Schi
29312,NA-NA
29313,RG-Schi
29314,Neurons-Schi
29315,Proliferating-Schi
29316,Mural-Schi
29317,Progs.-Schi
29318,Proliferating-Schi
29319,RG-Schi
29320,NA-NA
29321,Proliferating-Schi
29322,Mural-Schi
29323,RG-Schi
29324,Mural-Schi
29325,Proliferating-Schi
29326,Endothelial-Schi
29327,NA-NA
29328,Mural-Schi
29329,Progs.-Schi
29330,RG-Schi
29331,NA-NA
29332,Mural-Schi
29333,NA-NA
29334,Neurons-Schi
29335,NA-NA
29336,RG-Schi
29337,Progs.-Schi
29338,NA-NA
29339,Mural-Schi
29340,Mural-Schi
29341,RG-Schi
29342,Proliferating-Schi
29343,Proliferating-Schi
29344,Progs.-Schi
29345,Proliferating-Schi
29346,Mural-Schi
29347,Endothelial-Schi
29348,Mural-Schi
29349,RG-Schi
29350,Endothelial-Schi
29351,Mural-Schi
29352,Proliferating-Schi
29353,NA-NA
29354,Progs.-Schi
29355,Progs.-Schi
29356,Myeloid-Schi
29357,Astrocytes-Schi
29358,RG-Schi
29359,Mural-Schi
29360,Proliferating-Schi
29361,Proliferating-Schi
29362,Proliferating-Schi
29363,NA-NA
29364,Neurons-Schi
29365,RG-Schi
29366,Mural-Schi
29367,Proliferating-Schi
29368,RG-Schi
29369,Mural-Schi
29370,Neurons-Schi
29371,Mural-Schi
29372,RG-Schi
29373,Proliferating-Schi
29374,Endothelial-Schi
29375,Neurons-Schi
29376,Proliferating-Schi
29377,NA-NA
29378,Mural-Schi
29379,Mural-Schi
29380,RG-Schi
29381,Mural-Schi
29382,Progs.-Schi
29383,RG-Schi
29384,Proliferating-Schi
29385,Myeloid-Schi
29386,RG-Schi
29387,NA-NA
29388,RG-Schi
29389,Myeloid-Schi
29390,RG-Schi
29391,Mural-Schi
29392,Proliferating-Schi
29393,Neurons-Schi
29394,RG-Schi
29395,NA-NA
29396,NA-NA
29397,Mural-Schi
29398,Mural-Schi
29399,Proliferating-Schi
29400,Mural-Schi
29401,Proliferating-Schi
29402,NA-NA
29403,RG-Schi
29404,Proliferating-Schi
29405,Mural-Schi
29406,Myeloid-Schi
29407,RG-Schi
29408,Myeloid-Schi
29409,Neurons-Schi
29410,RG-Schi
29411,Proliferating-Schi
29412,Proliferating-Schi
29413,RG-Schi
29414,RG-Schi
29415,Progs.-Schi
29416,Endothelial-Schi
29417,Proliferating-Schi
29418,NA-NA
29419,Progs.-Schi
29420,Proliferating-Schi
29421,Progs.-Schi
29422,Mural-Schi
29423,NA-NA
29424,Mural-Schi
29425,Progs.-Schi
29426,Proliferating-Schi
29427,Proliferating-Schi
29428,Mural-Schi
29429,Proliferating-Schi
29430,RG-Schi
29431,Myeloid-Schi
29432,Endothelial-Schi
29433,Proliferating-Schi
29434,RG-Schi
29435,Mural-Schi
29436,Progs.-Schi
29437,Proliferating-Schi
29438,Myeloid-Schi
29439,NA-NA
29440,NA-NA
29441,Proliferating-Schi
29442,NA-NA
29443,Progs.-Schi
29444,Mural-Schi
29445,NA-NA
29446,Progs.-Schi
29447,Neurons-Schi
29448,Proliferating-Schi
29449,RG-Schi
29450,RG-Schi
29451,NA-NA
29452,NA-NA
29453,RG-Schi
29454,Mural-Schi
29455,Mural-Schi
29456,Progs.-Schi
29457,Mural-Schi
29458,Mural-Schi
29459,RG-Schi
29460,Neurons-Schi
29461,RG-Schi
29462,RG-Schi
29463,Astrocytes-Schi
29464,Astrocytes-Schi
29465,Mural-Schi
29466,Progs.-Schi
29467,Mural-Schi
29468,Mural-Schi
29469,RG-Schi
29470,RG-Schi
29471,NA-NA
29472,NA-NA
29473,RG-Schi
29474,Mural-Schi
29475,Progs.-Schi
29476,Myeloid-Schi
29477,Mural-Schi
29478,NA-NA
29479,Proliferating-Schi
29480,NA-NA
29481,Mural-Schi
29482,Progs.-Schi
29483,NA-NA
29484,Neurons-Schi
29485,NA-NA
29486,Proliferating-Schi
29487,Proliferating-Schi
29488,RG-Schi
29489,RG-Schi
29490,Progs.-Schi
29491,Mural-Schi
29492,Proliferating-Schi
29493,NA-NA
29494,Progs.-Schi
29495,RG-Schi
29496,Astrocytes-Schi
29497,Progs.-Schi
29498,RG-Schi
29499,Neurons-Schi
29500,Neurons-Schi
29501,Neurons-Schi
29502,Mural-Schi
29503,NA-NA
29504,RG-Schi
29505,Progs.-Schi
29506,Proliferating-Schi
29507,RG-Schi
29508,NA-NA
29509,NA-NA
29510,RG-Schi
29511,RG-Schi
29512,Neurons-Schi
29513,NA-NA
29514,Proliferating-Schi
29515,Neurons-Schi
29516,Mural-Schi
29517,Mural-Schi
29518,Progs.-Schi
29519,RG-Schi
29520,Neurons-Schi
29521,RG-Schi
29522,RG-Schi
29523,NA-NA
29524,RG-Schi
29525,RG-Schi
29526,Astrocytes-Schi
29527,Proliferating-Schi
29528,NA-NA
29529,RG-Schi
29530,NA-NA
29531,Mural-Schi
29532,RG-Schi
29533,Mural-Schi
29534,Progs.-Schi
29535,Neurons-Schi
29536,RG-Schi
29537,Mural-Schi
29538,NA-NA
29539,Mural-Schi
29540,Mural-Schi
29541,Mural-Schi
29542,Mural-Schi
29543,RG-Schi
29544,Mural-Schi
29545,Endothelial-Schi
29546,Proliferating-Schi
29547,NA-NA
29548,Progs.-Schi
29549,RG-Schi
29550,NA-NA
29551,Mural-Schi
29552,RG-Schi
29553,RG-Schi
29554,Proliferating-Schi
29555,Mural-Schi
29556,RG-Schi
29557,Progs.-Schi
29558,Mural-Schi
29559,Proliferating-Schi
29560,Proliferating-Schi
29561,Progs.-Schi
29562,RG-Schi
29563,Proliferating-Schi
29564,Progs.-Schi
29565,Mural-Schi
29566,Progs.-Schi
29567,RG-Schi
29568,Mural-Schi
29569,Proliferating-Schi
29570,Mural-Schi
29571,NA-NA
29572,Progs.-Schi
29573,Progs.-Schi
29574,NA-NA
29575,NA-NA
29576,RG-Schi
29577,Progs.-Schi
29578,RG-Schi
29579,RG-Schi
29580,Proliferating-Schi
29581,Mural-Schi
29582,RG-Schi
29583,NA-NA
29584,Proliferating-Schi
29585,Progs.-Schi
29586,Proliferating-Schi
29587,RG-Schi
29588,Neurons-Schi
29589,Neurons-Schi
29590,Myeloid-Schi
29591,RG-Schi
29592,NA-NA
29593,Proliferating-Schi
29594,Progs.-Schi
29595,RG-Schi
29596,Proliferating-Schi
29597,Endothelial-Schi
29598,NA-NA
29599,Progs.-Schi
29600,RG-Schi
29601,Astrocytes-Schi
29602,RG-Schi
29603,NA-NA
29604,Proliferating-Schi
29605,Proliferating-Schi
29606,RG-Schi
29607,Progs.-Schi
29608,Proliferating-Schi
29609,Mural-Schi
29610,Proliferating-Schi
29611,Progs.-Schi
29612,Endothelial-Schi
29613,NA-NA
29614,Myeloid-Schi
29615,Mural-Schi
29616,Proliferating-Schi
29617,Proliferating-Schi
29618,RG-Schi
29619,NA-NA
29620,Myeloid-Schi
29621,Mural-Schi
29622,RG-Schi
29623,Proliferating-Schi
29624,Neurons-Schi
29625,Progs.-Schi
29626,RG-Schi
29627,RG-Schi
29628,Progs.-Schi
29629,RG-Schi
29630,Progs.-Schi
29631,Mural-Schi
29632,RG-Schi
29633,Progs.-Schi
29634,RG-Schi
29635,Proliferating-Schi
29636,Progs.-Schi
29637,Mural-Schi
29638,Mural-Schi
29639,Mural-Schi
29640,NA-NA
29641,Proliferating-Schi
29642,RG-Schi
29643,Progs.-Schi
29644,Mural-Schi
29645,NA-NA
29646,Neurons-Schi
29647,Progs.-Schi
29648,NA-NA
29649,NA-NA
29650,NA-NA
29651,Mural-Schi
29652,RG-Schi
29653,Progs.-Schi
29654,Proliferating-Schi
29655,RG-Schi
29656,NA-NA
29657,RG-Schi
29658,Neurons-Schi
29659,Mural-Schi
29660,Progs.-Schi
29661,Proliferating-Schi
29662,Mural-Schi
29663,Mural-Schi
29664,Neurons-Schi
29665,NA-NA
29666,NA-NA
29667,NA-NA
29668,Mural-Schi
29669,Neurons-Schi
29670,Proliferating-Schi
29671,Progs.-Schi
29672,RG-Schi
29673,Mural-Schi
29674,Mural-Schi
29675,RG-Schi
29676,Neurons-Schi
29677,Myeloid-Schi
29678,RG-Schi
29679,Mural-Schi
29680,Proliferating-Schi
29681,Mural-Schi
29682,RG-Schi
29683,RG-Schi
29684,Progs.-Schi
29685,Proliferating-Schi
29686,RG-Schi
29687,Proliferating-Schi
29688,Proliferating-Schi
29689,Progs.-Schi
29690,Progs.-Schi
29691,Progs.-Schi
29692,Mural-Schi
29693,Mural-Schi
29694,Mural-Schi
29695,Neurons-Schi
29696,Mural-Schi
29697,NA-NA
29698,Progs.-Schi
29699,RG-Schi
29700,Mural-Schi
29701,RG-Schi
29702,RG-Schi
29703,NA-NA
29704,Mural-Schi
29705,NA-NA
29706,Neurons-Schi
29707,RG-Schi
29708,Proliferating-Schi
29709,Progs.-Schi
29710,Mural-Schi
29711,Mural-Schi
29712,Myeloid-Schi
29713,Mural-Schi
29714,Neurons-Schi
29715,Progs.-Schi
29716,NA-NA
29717,RG-Schi
29718,Proliferating-Schi
29719,Neurons-Schi
29720,NA-NA
29721,RG-Schi
29722,Mural-Schi
29723,Progs.-Schi
29724,Neurons-Schi
29725,Progs.-Schi
29726,Neurons-Schi
29727,Mural-Schi
29728,Proliferating-Schi
29729,Progs.-Schi
29730,Progs.-Schi
29731,Mural-Schi
29732,RG-Schi
29733,Proliferating-Schi
29734,Neurons-Schi
29735,Mural-Schi
29736,Mural-Schi
29737,NA-NA
29738,RG-Schi
29739,Progs.-Schi
29740,Progs.-Schi
29741,RG-Schi
29742,Progs.-Schi
29743,Mural-Schi
29744,Mural-Schi
29745,Astrocytes-Schi
29746,RG-Schi
29747,Proliferating-Schi
29748,RG-Schi
29749,NA-NA
29750,Progs.-Schi
29751,RG-Schi
29752,Proliferating-Schi
29753,Proliferating-Schi
29754,RG-Schi
29755,Astrocytes-Schi
29756,RG-Schi
29757,NA-NA
29758,Endothelial-Schi
29759,Proliferating-Schi
29760,NA-NA
29761,Progs.-Schi
29762,Proliferating-Schi
29763,Proliferating-Schi
29764,Proliferating-Schi
29765,Proliferating-Schi
29766,Progs.-Schi
29767,RG-Schi
29768,Progs.-Schi
29769,RG-Schi
29770,Proliferating-Schi
29771,RG-Schi
29772,NA-NA
29773,NA-NA
29774,Myeloid-Schi
29775,Proliferating-Schi
29776,RG-Schi
29777,Proliferating-Schi
29778,NA-NA
29779,Mural-Schi
29780,RG-Schi
29781,Neurons-Schi
29782,RG-Schi
29783,RG-Schi
29784,Mural-Schi
29785,Neurons-Schi
29786,RG-Schi
29787,Progs.-Schi
29788,RG-Schi
29789,Proliferating-Schi
29790,Mural-Schi
29791,Progs.-Schi
29792,Progs.-Schi
29793,NA-NA
29794,Neurons-Schi
29795,RG-Schi
29796,Progs.-Schi
29797,RG-Schi
29798,Proliferating-Schi
29799,Proliferating-Schi
29800,Endothelial-Schi
29801,Progs.-Schi
29802,Mural-Schi
29803,NA-NA
29804,Proliferating-Schi
29805,Progs.-Schi
29806,Neurons-Schi
29807,Proliferating-Schi
29808,RG-Schi
29809,RG-Schi
29810,Endothelial-Schi
29811,Mural-Schi
29812,Mural-Schi
29813,Proliferating-Schi
29814,Mural-Schi
29815,Mural-Schi
29816,Mural-Schi
29817,Proliferating-Schi
29818,Progs.-Schi
29819,Proliferating-Schi
29820,NA-NA
29821,Proliferating-Schi
29822,Mural-Schi
29823,NA-NA
29824,Astrocytes-Schi
29825,RG-Schi
29826,RG-Schi
29827,RG-Schi
29828,NA-NA
29829,NA-NA
29830,Mural-Schi
29831,Proliferating-Schi
29832,RG-Schi
29833,RG-Schi
29834,Progs.-Schi
29835,Mural-Schi
29836,Proliferating-Schi
29837,Mural-Schi
29838,Mural-Schi
29839,RG-Schi
29840,Proliferating-Schi
29841,NA-NA
29842,NA-NA
29843,Proliferating-Schi
29844,Endothelial-Schi
29845,RG-Schi
29846,Mural-Schi
29847,RG-Schi
29848,Progs.-Schi
29849,NA-NA
29850,Progs.-Schi
29851,Neurons-Schi
29852,Mural-Schi
29853,Myeloid-Schi
29854,RG-Schi
29855,Neurons-Schi
29856,Progs.-Schi
29857,Endothelial-Schi
29858,RG-Schi
29859,Myeloid-Schi
29860,Neurons-Schi
29861,Proliferating-Schi
29862,NA-NA
29863,Progs.-Schi
29864,Proliferating-Schi
29865,NA-NA
29866,Progs.-Schi
29867,Mural-Schi
29868,RG-Schi
29869,NA-NA
29870,Myeloid-Schi
29871,Mural-Schi
29872,RG-Schi
29873,RG-Schi
29874,Mural-Schi
29875,Mural-Schi
29876,Progs.-Schi
29877,Myeloid-Schi
29878,RG-Schi
29879,NA-NA
29880,NA-NA
29881,Mural-Schi
29882,Astrocytes-Schi
29883,NA-NA
29884,Proliferating-Schi
29885,Mural-Schi
29886,NA-NA
29887,RG-Schi
29888,Proliferating-Schi
29889,NA-NA
29890,RG-Schi
29891,RG-Schi
29892,NA-NA
29893,NA-NA
29894,Mural-Schi
29895,RG-Schi
29896,NA-NA
29897,Mural-Schi
29898,RG-Schi
29899,Neurons-Schi
29900,NA-NA
29901,Progs.-Schi
29902,Neurons-Schi
29903,RG-Schi
29904,Myeloid-Schi
29905,RG-Schi
29906,Progs.-Schi
29907,Mural-Schi
29908,RG-Schi
29909,Neurons-Schi
29910,RG-Schi
29911,Neurons-Schi
29912,Proliferating-Schi
29913,RG-Schi
29914,Mural-Schi
29915,Mural-Schi
29916,RG-Schi
29917,Neurons-Schi
29918,RG-Schi
29919,Progs.-Schi
29920,Mural-Schi
29921,NA-NA
29922,Progs.-Schi
29923,Mural-Schi
29924,NA-NA
29925,RG-Schi
29926,Proliferating-Schi
29927,RG-Schi
29928,Progs.-Schi
29929,RG-Schi
29930,Progs.-Schi
29931,Proliferating-Schi
29932,Progs.-Schi
29933,Neurons-Schi
29934,Neurons-Schi
29935,NA-NA
29936,Mural-Schi
29937,Mural-Schi
29938,RG-Schi
29939,Mural-Schi
29940,NA-NA
29941,Progs.-Schi
29942,Proliferating-Schi
29943,NA-NA
29944,Progs.-Schi
29945,Proliferating-Schi
29946,NA-NA
29947,NA-NA
29948,Neurons-Schi
29949,Mural-Schi
29950,Mural-Schi
29951,Proliferating-Schi
29952,Mural-Schi
29953,Proliferating-Schi
29954,Proliferating-Schi
29955,Endothelial-Schi
29956,Proliferating-Schi
29957,RG-Schi
29958,NA-NA
29959,RG-Schi
29960,RG-Schi
29961,NA-NA
29962,RG-Schi
29963,NA-NA
29964,Mural-Schi
29965,RG-Schi
29966,Myeloid-Schi
29967,Progs.-Schi
29968,RG-Schi
29969,Endothelial-Schi
29970,Myeloid-Schi
29971,RG-Schi
29972,Mural-Schi
29973,RG-Schi
29974,Proliferating-Schi
29975,RG-Schi
29976,Progs.-Schi
29977,NA-NA
29978,Proliferating-Schi
29979,Progs.-Schi
29980,Mural-Schi
29981,Progs.-Schi
29982,Myeloid-Schi
29983,RG-Schi
29984,Proliferating-Schi
29985,Myeloid-Schi
29986,Progs.-Schi
29987,NA-NA
29988,NA-NA
29989,NA-NA
29990,RG-Schi
29991,Astrocytes-Schi
29992,RG-Schi
29993,Progs.-Schi
29994,NA-NA
29995,Proliferating-Schi
29996,RG-Schi
29997,Mural-Schi
29998,Progs.-Schi
29999,RG-Schi
30000,RG-Schi
30001,RG-Schi
30002,Mural-Schi
30003,Progs.-Schi
30004,Progs.-Schi
30005,Neurons-Schi
30006,Mural-Schi
30007,Mural-Schi
30008,Proliferating-Schi
30009,Proliferating-Schi
30010,RG-Schi
30011,NA-NA
30012,NA-NA
30013,Neurons-Schi
30014,Neurons-Schi
30015,Proliferating-Schi
30016,Neurons-Schi
30017,RG-Schi
30018,Neurons-Schi
30019,Mural-Schi
30020,NA-NA
30021,RG-Schi
30022,Progs.-Schi
30023,Progs.-Schi
30024,NA-NA
30025,Proliferating-Schi
30026,Mural-Schi
30027,Neurons-Schi
30028,Mural-Schi
30029,Proliferating-Schi
30030,Mural-Schi
30031,Myeloid-Schi
30032,Mural-Schi
30033,Mural-Schi
30034,Proliferating-Schi
30035,Mural-Schi
30036,Endothelial-Schi
30037,Mural-Schi
30038,Proliferating-Schi
30039,Progs.-Schi
30040,Endothelial-Schi
30041,RG-Schi
30042,RG-Schi
30043,Mural-Schi
30044,Progs.-Schi
30045,Proliferating-Schi
30046,Proliferating-Schi
30047,NA-NA
30048,Proliferating-Schi
30049,RG-Schi
30050,RG-Schi
30051,RG-Schi
30052,Neurons-Schi
30053,Mural-Schi
30054,Astrocytes-Schi
30055,Neurons-Schi
30056,Mural-Schi
30057,Neurons-Schi
30058,Progs.-Schi
30059,Neurons-Schi
30060,NA-NA
30061,Proliferating-Schi
30062,Mural-Schi
30063,Progs.-Schi
30064,Proliferating-Schi
30065,Neurons-Schi
30066,Mural-Schi
30067,NA-NA
30068,Mural-Schi
30069,Progs.-Schi
30070,Neurons-Schi
30071,Myeloid-Schi
30072,Mural-Schi
30073,Mural-Schi
30074,Proliferating-Schi
30075,Proliferating-Schi
30076,Neurons-Schi
30077,Myeloid-Schi
30078,RG-Schi
30079,NA-NA
30080,NA-NA
30081,Progs.-Schi
30082,Astrocytes-Schi
30083,Mural-Schi
30084,RG-Schi
30085,Mural-Schi
30086,Neurons-Schi
30087,Neurons-Schi
30088,Mural-Schi
30089,RG-Schi
30090,Progs.-Schi
30091,NA-NA
30092,Mural-Schi
30093,Progs.-Schi
30094,RG-Schi
30095,RG-Schi
30096,Proliferating-Schi
30097,NA-NA
30098,Endothelial-Schi
30099,Mural-Schi
30100,RG-Schi
30101,Proliferating-Schi
30102,Mural-Schi
30103,Mural-Schi
30104,Proliferating-Schi
30105,RG-Schi
30106,Astrocytes-Schi
30107,RG-Schi
30108,Progs.-Schi
30109,Neurons-Schi
30110,Progs.-Schi
30111,Progs.-Schi
30112,Neurons-Schi
30113,RG-Schi
30114,Neurons-Schi
30115,RG-Schi
30116,Progs.-Schi
30117,Mural-Schi
30118,Progs.-Schi
30119,NA-NA
30120,Progs.-Schi
30121,RG-Schi
30122,Progs.-Schi
30123,Proliferating-Schi
30124,Mural-Schi
30125,Progs.-Schi
30126,RG-Schi
30127,Proliferating-Schi
30128,NA-NA
30129,Neurons-Schi
30130,Progs.-Schi
30131,Proliferating-Schi
30132,Mural-Schi
30133,RG-Schi
30134,Proliferating-Schi
30135,Proliferating-Schi
30136,Progs.-Schi
30137,Proliferating-Schi
30138,Proliferating-Schi
30139,Progs.-Schi
30140,Proliferating-Schi
30141,RG-Schi
30142,Progs.-Schi
30143,Proliferating-Schi
30144,NA-NA
30145,Myeloid-Schi
30146,RG-Schi
30147,NA-NA
30148,RG-Schi
30149,RG-Schi
30150,Progs.-Schi
30151,Progs.-Schi
30152,NA-NA
30153,NA-NA
30154,RG-Schi
30155,Proliferating-Schi
30156,NA-NA
30157,Neurons-Schi
30158,Proliferating-Schi
30159,Proliferating-Schi
30160,NA-NA
30161,Endothelial-Schi
30162,Mural-Schi
30163,Progs.-Schi
30164,Mural-Schi
30165,NA-NA
30166,NA-NA
30167,NA-NA
30168,RG-Schi
30169,RG-Schi
30170,Proliferating-Schi
30171,Proliferating-Schi
30172,Mural-Schi
30173,Proliferating-Schi
30174,RG-Schi
30175,Mural-Schi
30176,Proliferating-Schi
30177,Endothelial-Schi
30178,Proliferating-Schi
30179,NA-NA
30180,Mural-Schi
30181,Astrocytes-Schi
30182,Neurons-Schi
30183,Mural-Schi
30184,RG-Schi
30185,NA-NA
30186,NA-NA
30187,RG-Schi
30188,Mural-Schi
30189,Proliferating-Schi
30190,Progs.-Schi
30191,Proliferating-Schi
30192,RG-Schi
30193,NA-NA
30194,NA-NA
30195,NA-NA
